буква       raw    |   enc
  а:       0.0916  |  0.0120
  б:       0.0040  |  0.0000
  в:       0.0279  |  0.0040
  г:       0.0080  |  0.0159
  д:       0.0080  |  0.0080
  е:       0.0837  |  0.0359
  ж:       0.0080  |  0.0159
  з:       0.0159  |  0.0000
  и:       0.0239  |  0.0359
  й:       0.0040  |  0.0279
  к:       0.0319  |  0.0438
  л:       0.0478  |  0.0239
  м:       0.0359  |  0.0239
  н:       0.0558  |  0.0239
  о:       0.0916  |  0.0159
  п:       0.0478  |  0.0319
  р:       0.0438  |  0.0518
  с:       0.0438  |  0.0040
  т:       0.0478  |  0.0239
  у:       0.0279  |  0.0319
  ф:       0.0000  |  0.0438
  х:       0.0120  |  0.0359
  ц:       0.0040  |  0.0478
  ч:       0.0080  |  0.0239
  ш:       0.0040  |  0.0478
  щ:       0.0000  |  0.0359
  ъ:       0.0000  |  0.0319
  ы:       0.0120  |  0.0359
  ь:       0.0159  |  0.0279
  э:       0.0000  |  0.0319
  ю:       0.0040  |  0.0199
  я:       0.0120  |  0.0080
  ё:       0.0000  |  0.0000
