буква       raw    |   enc
  а:       0.0661  |  0.0165
  б:       0.0207  |  0.0165
  в:       0.0248  |  0.0331
  г:       0.0165  |  0.0207
  д:       0.0413  |  0.0124
  е:       0.0661  |  0.0455
  ж:       0.0083  |  0.0496
  з:       0.0083  |  0.0248
  и:       0.0744  |  0.0289
  й:       0.0165  |  0.0207
  к:       0.0000  |  0.0248
  л:       0.0579  |  0.0124
  м:       0.0289  |  0.0207
  н:       0.0537  |  0.0165
  о:       0.0950  |  0.0289
  п:       0.0124  |  0.0083
  р:       0.0331  |  0.0413
  с:       0.0413  |  0.0413
  т:       0.0455  |  0.0248
  у:       0.0041  |  0.0207
  ф:       0.0000  |  0.0083
  х:       0.0207  |  0.0331
  ц:       0.0000  |  0.0124
  ч:       0.0083  |  0.0331
  ш:       0.0041  |  0.0207
  щ:       0.0083  |  0.0289
  ъ:       0.0000  |  0.0331
  ы:       0.0165  |  0.0331
  ь:       0.0124  |  0.0372
  э:       0.0041  |  0.0248
  ю:       0.0083  |  0.0207
  я:       0.0207  |  0.0248
  ё:       0.0000  |  0.0000
