буква       raw    |   enc
  а:       0.0840  |  0.0360
  б:       0.0120  |  0.0160
  в:       0.0440  |  0.0240
  г:       0.0160  |  0.0160
  д:       0.0240  |  0.0320
  е:       0.0720  |  0.0080
  ж:       0.0080  |  0.0280
  з:       0.0160  |  0.0280
  и:       0.0520  |  0.0200
  й:       0.0040  |  0.0360
  к:       0.0320  |  0.0200
  л:       0.0640  |  0.0200
  м:       0.0120  |  0.0440
  н:       0.0480  |  0.0200
  о:       0.0640  |  0.0200
  п:       0.0360  |  0.0400
  р:       0.0280  |  0.0240
  с:       0.0440  |  0.0480
  т:       0.0520  |  0.0160
  у:       0.0320  |  0.0160
  ф:       0.0000  |  0.0240
  х:       0.0080  |  0.0360
  ц:       0.0040  |  0.0080
  ч:       0.0200  |  0.0360
  ш:       0.0120  |  0.0280
  щ:       0.0000  |  0.0360
  ъ:       0.0000  |  0.0360
  ы:       0.0080  |  0.0280
  ь:       0.0080  |  0.0200
  э:       0.0000  |  0.0280
  ю:       0.0080  |  0.0160
  я:       0.0160  |  0.0200
  ё:       0.0000  |  0.0000
