буква       raw    |   enc
  а:       0.0816  |  0.0163
  б:       0.0122  |  0.0041
  в:       0.0408  |  0.0286
  г:       0.0204  |  0.0041
  д:       0.0286  |  0.0082
  е:       0.0735  |  0.0204
  ж:       0.0000  |  0.0163
  з:       0.0286  |  0.0082
  и:       0.0776  |  0.0286
  й:       0.0082  |  0.0163
  к:       0.0490  |  0.0449
  л:       0.0367  |  0.0327
  м:       0.0245  |  0.0204
  н:       0.0571  |  0.0327
  о:       0.0735  |  0.0327
  п:       0.0204  |  0.0327
  р:       0.0327  |  0.0367
  с:       0.0327  |  0.0163
  т:       0.0204  |  0.0531
  у:       0.0122  |  0.0531
  ф:       0.0000  |  0.0122
  х:       0.0286  |  0.0327
  ц:       0.0000  |  0.0122
  ч:       0.0041  |  0.0571
  ш:       0.0041  |  0.0490
  щ:       0.0082  |  0.0163
  ъ:       0.0000  |  0.0367
  ы:       0.0082  |  0.0245
  ь:       0.0041  |  0.0163
  э:       0.0000  |  0.0041
  ю:       0.0122  |  0.0163
  я:       0.0041  |  0.0204
  ё:       0.0000  |  0.0000
