буква       raw    |   enc
  а:       0.0196  |  0.0314
  б:       0.0353  |  0.0314
  в:       0.0392  |  0.0235
  г:       0.0510  |  0.0471
  д:       0.0275  |  0.0235
  е:       0.0235  |  0.0118
  ж:       0.0353  |  0.0275
  з:       0.0353  |  0.0314
  и:       0.0275  |  0.0353
  й:       0.0431  |  0.0275
  к:       0.0275  |  0.0235
  л:       0.0235  |  0.0314
  м:       0.0314  |  0.0275
  н:       0.0235  |  0.0275
  о:       0.0275  |  0.0353
  п:       0.0549  |  0.0314
  р:       0.0314  |  0.0353
  с:       0.0157  |  0.0471
  т:       0.0078  |  0.0235
  у:       0.0353  |  0.0235
  ф:       0.0431  |  0.0196
  х:       0.0235  |  0.0392
  ц:       0.0471  |  0.0275
  ч:       0.0392  |  0.0392
  ш:       0.0314  |  0.0196
  щ:       0.0235  |  0.0275
  ъ:       0.0275  |  0.0196
  ы:       0.0196  |  0.0196
  ь:       0.0314  |  0.0275
  э:       0.0196  |  0.0353
  ю:       0.0118  |  0.0431
  я:       0.0275  |  0.0471
  ё:       0.0392  |  0.0392
