буква       raw    |   enc
  а:       0.0708  |  0.0375
  б:       0.0083  |  0.0167
  в:       0.0458  |  0.0458
  г:       0.0458  |  0.0125
  д:       0.0208  |  0.0250
  е:       0.0542  |  0.0167
  ж:       0.0042  |  0.0167
  з:       0.0083  |  0.0333
  и:       0.0542  |  0.0167
  й:       0.0125  |  0.0333
  к:       0.0125  |  0.0250
  л:       0.0333  |  0.0208
  м:       0.0125  |  0.0167
  н:       0.0500  |  0.0125
  о:       0.0542  |  0.0083
  п:       0.0292  |  0.0375
  р:       0.0417  |  0.0292
  с:       0.0333  |  0.0042
  т:       0.0417  |  0.0292
  у:       0.0250  |  0.0375
  ф:       0.0042  |  0.0500
  х:       0.0125  |  0.0292
  ц:       0.0000  |  0.0292
  ч:       0.0167  |  0.0333
  ш:       0.0083  |  0.0292
  щ:       0.0000  |  0.0250
  ъ:       0.0000  |  0.0208
  ы:       0.0333  |  0.0167
  ь:       0.0208  |  0.0292
  э:       0.0000  |  0.0208
  ю:       0.0083  |  0.0042
  я:       0.0167  |  0.0167
  ё:       0.0042  |  0.0042
